store_id,store_name,store_address,store_city,store_zipcode
110080,FAST STOP FOOD MART LLC,20 Saugatuck Ave,WESTPORT,6880
110081,DRIVE-IN PACKAGE STORE,240 W Main St,VERNON,6066
110082,Shop Smart,43 New Haven Rd,SEYMOUR,6483
110083,BIG Y WORLD CLASS MKT #61,995 Poquonnock Rd,GROTON,6340
110084,BIG Y WORLD CLASS MKT #77,345 Washington Ave,NORTH HAVEN,6473
110085,MORRISSEYS PACKAGE STORE,625 Campbell Ave,WEST HAVEN,6516
110086,CORK & KEG INT WINE CELLAR,1A Village St.,SOUTHBURY,6488
110087,JOE`S PACKAGE STORE LLC,656 Arch St,NEW BRITAIN,6051
110088,H N Z STORE,16 E Main St.,BRISTOL,6010
110089,NB FOOD MART,292 Main St.,NEW BRITAIN,6051
110090,SAM`S FOOD STORE,1520 Mapleton Ave.,SUFFIELD,6078
110091,HENNY PENNY,4 Ocean Ave.,NEW LONDON,6320
110093,7-ELEVEN STORE #11494K,229 E Main St.,BRANFORD,6405
110094,DISCOUNT TOBACCO LLC,123 Fenn Rd,NEWINGTON,6111
110095,WAYSIDE LIQUORS LLC,2738 S Main St,WATERBURY,6706
110096,ARCHWAY NEWS & TOBACCO,64 Bank St,NEW MILFORD,6776
110097,Winners Waterbury,155 Thomaston Ave,WATERBURY,6710
110098,EXXON,682 Queen St,SOUTHINGTON,6489
110099,SUPER MOON MART,233 Main St.,PORTLAND,6480
110100,MAX & TED`S EXCELLENT WINES,149 Welch`s Point Rd,MILFORD,6460
110103,FILL A BAG,3281 N Main St.,HARTFORD,6120
110104,ORANGE CITGO LLC,347 Boston Post Rd,ORANGE,6477
110105,SPIRIT PACKAGE STORE,630 E Middle Tpk,MANCHESTER,6040
110106,CUMBERLAND FARMS #4740,1101 Post Rd,FAIRFIELD,6824
110107,SHELL FOOD MART,2275 Broadbridge Rd,STRATFORD,6614
110108,QUIK CHECK STOP,383 Shelton Ave.,NEW HAVEN,6511
110109,COURTESY GAS & FOOD MAIN ST,419 Main St.,DANBURY,6810
110111,SAM`S FOOD STORES,1611 Meriden/Waterbury Tpke,MILLDALE,6467
110112,SAM`S FOOD STORES,2211 Meriden/Waterbury Tpke,SOUTHINGTON,6489
110113,COUNTRY FARMS DAIRY STORE,352 Middlesex Tpke,OLD SAYBROOK,6475
110115,WILLIAMS STREET CITGO,447 Williams St,NEW LONDON,6320
110116,GUILFORD CITGO,455 Boston Post Rd,GUILFORD,6437
110117,VERNON CITGO,229 Talcottville Rd,VERNON,6066
110118,PRESTON GENERAL STORE,353 Route 165,PRESTON,6365
110119,BRANFORD EXXON,380 E Main St.,BRANFORD,6405
110120,KING OF SPIRITS,558 Newfield St,MIDDLETOWN,6457
110122,TOBACCO PLUS LLC,519 Wolcott St,WATERBURY,6705
110123,QUICK SHOP MINI MART,25 Stonington Rd,PRESTON,6365
110126,DELUXE LIQUORS,1111 New Britain Ave,ELMWOOD,6110
110127,CHEEMA FOODMART LLC,883 Hamilton Ave.,WATERBURY,6704
110128,BURNSIDE CONVENIENCE,700 Burnside Ave.,EAST HARTFORD,6108
110129,7-ELEVEN STORE #15836F,253 Main St,MANCHESTER,6040
110131,7-ELEVEN STORE #25523C,1089 Campbell Ave,WEST HAVEN,6516
110132,ANTHONY`S SMOKE SHOP LLC,260 Hope St,STAMFORD,6906
110133,BARNSIDE PLAZA,33 Wharton Brook Dr,WALLINGFORD,6492
110134,SPECIAL MARKET & CONVENIENCE,639-641 Grant St.,BRIDGEPORT,6610
110135,EXIT 10 SHELL,164 Noroton Ave.,DARIEN,6820
110137,PAT`S MARKET COBALT LLC,369 W High St,COBALT,6414
110138,DADA GROCERY,757 Meriden Rd,WATERBURY,6705
110139,SMOKERS DISCOUNT WORLD,435 Main St,MANCHESTER,6040
110140,BARR GROCERY STORE,2032 Main St.,BRIDGEPORT,6604
110141,MAIN WINE & LIQUOR SHOPPE,3805 Main St,BRIDGEPORT,6606
110144,NO BRANFORD PATCO HANDY STOP,271 Foxon Rd,NORTH BRANFORD,6471
110145,CAPITOL GULF,1127 Capitol Ave,HARTFORD,6105
110146,STEVE`S DELI & CATERING LLC,53 School Ground Rd,BRANFORD,6405
110147,LIGHTHOUSE DELI,348 Stratford Rd,STRATFORD,6615
110148,THE LIQUOR MART HAMDEN,3837 Whitney Ave,HAMDEN,6514
110149,TRI-STATE MINI MART,293 Cook Ave,MERIDEN,6450
110150,RED APPLE SUPERMARKET,73 E St,VERNON,6066
110151,BIDWELL SPIRIT SHOPPE,1220 Main St,COVENTRY,6238
110154,202 MARKETPLACE LLC,210 New Milford Tpke,WASHINGTON,6777
110155,CITGO MART,1030 Litchfield Rd.,WATERTOWN,6795
110156,BRIDGEPORT FIRST GAS CORP,3691 Main St,BRIDGEPORT,6606
110157,MOON MART,229 Whitewood St,WATERBURY,6708
110158,PICKLES COUNTRY STORES & DELI,883 North St,MILFORD,6460
110159,SMOKER`S DISCOUNT WORLD,4346 Main St,BRIDGEPORT,6606
110160,TIFFANY CORDIAL LLC,66 Kensington Ave,MERIDEN,6450
110161,NORTH PACKAGE STORE,168 North St,NEW BRITAIN,6051
110164,CLAYHILL PACKAGE STORE,21 N St,WINDSOR LOCKS,6096
110165,OPAL VENTURES V LLC,50 Fenn Rd,NEWINGTON,6111
110167,INTERNATIONAL WINES & SPIRITS,148 Shield St,ELMWOOD,6110
110169,BOSTON AVE GROCERY & DELI LLC,2063 Boston Ave,BRIDGEPORT,6610
110170,BERRY`S CORNER MARKET,20 E Main St,VERNON,6066
110171,PREMIER WINE & LIQUORS,776 Park Ave.,Bloomfield,6002
110172,CITY NEWS,131 W Main St,WATERBURY,6702
110173,TOWN & COUNTRY LIQUOR,623 Main St.,WATERTOWN,6795
110174,SUPER STAR FOOD MARKET,96 Sylvan Ave,NEW HAVEN,6519
110175,QUICK MART,704 Rubber Ave.,NAUGATUCK,6770
110176,SAM`S FOOD STORE,181 Franklin Ave,HARTFORD,6114
110177,PRICE WISE FOOD PLUS,1494 Stratford Ave.,BRIDGEPORT,6607
110178,STEVE`S PRICE CUTTERS LIQUORS,154 Silas Deane Hwy,WETHERSFIELD,6109
110180,COUNTRYSIDE WINE & SPIRITS,225 Stafford Rd.,BURLINGTON,6013
110181,SPEROS WINES & SPIRTS,683 Wolcott Hill Rd,WETHERSFIELD,6109
110182,TURNPIKE BP,750 First Ave,WEST HAVEN,6516
110183,SYLVAN DELI,129 Sylvan Ave,NEW HAVEN,6519
110185,FIRST FUEL OF NORTH HAVEN,133 Middletown Ave,NORTH HAVEN,6473
110186,DISCOUNT CORNER,966 Main St.,BRIDGEPORT,6604
110187,THE CORNER CONVENIENCE STORE,58 River St,MILFORD,6460
110189,KRT FOOD SMART CONVENIENCE,692 Hartford Rd,MANCHESTER,6040
110190,DP MART,1183 New Haven Rd,NAUGATUCK,6770
110191,ANDOVER XTRA MART,497 Rte 6,ANDOVER,6232
110192,RYE RIDGE DELI,2267 Black Rock Tpke,FAIRFIELD,6824
110193,MILK MART PLUS,155 Main St,BROADBROOK,6016
110194,TOWN & COUNTRY DISCOUNT LIQUOR,383 Farmington Ave,PLAINVILLE,6062
110195,"BP KRAUSZRS, INC",357 Cromwell Ave,ROCKY HILL,6067
110196,SUPER STOP & SHOP #690,288 West Ave.,STAMFORD,6902
110197,KENT PACKAGE STORE,1438 Albany Ave,HARTFORD,6112
110198,HILLSIDE PACKAGE STORE,456 Burnside Ave.,EAST HARTFORD,6108
110199,KJS TOBACCO & VARIETY STORE,466 Main St #1,TORRINGTON,6790
110200,CRATER FOOD MARKET,248 Grand Ave.,NEW HAVEN,6513
110201,MAIN NEWS AND VARIETY,152 Main St.,MONROE,6468
110202,NEW BRITAIN EXXON,1079 W Main St,NEW BRITAIN,6053
110204,WINE CELLARS 4 LLC,68 Farmington Ave,FARMINGTON,6032
110206,PAUL`S PACKAGE STORE LLC,123A Main St,BROADBROOK,6016
110207,IKE`S FOOD MART,278 W Thames St.,NORWICH,6360
110208,QUEEN STREET DISCOUNT LIQUORS,373 Queen St.,SOUTHINGTON,6489
110210,K SUPERMARKET,1284 Baldwin St.,WATERBURY,6706
110212,TOM D & S LLC,346 Baldwin St,WATERBURY,6706
110213,GREATWAY FOOD STORE,502 Saw Mill Rd,WEST HAVEN,6516
110214,SABA PETROLEUM LLC,1360 Noble Ave,BRIDGEPORT,6608
110215,MILFORD SUNOCO,322 Old Gate Ln,MILFORD,6460
110216,SMOKER`S DISCOUNT WORLD,29 Ella Grasso Tpke,WINDSOR LOCKS,6096
110217,RELIABLE LIQUORS LLC,101 Elizabeth St.,DERBY,6418
110218,FOOD MART,103 New London Tpke,GLASTONBURY,6033
110220,THUNDERBIRD LIQUORS,43 W Rd,ELLINGTON,6029
110222,"S-SMART, LLC",215 Tuthill St.,WEST HAVEN,6516
110223,PRICE CHOPPER #205,35 Talcotville Rd,VERNON,6066
110224,NORTH MAIN GROCERY,2570 Main St.,HARTFORD,6120
110225,PRICE CHOPPER #209,2985 Berlin Tpke,NEWINGTON,6111
110228,MARTIN`S ORIENTAL MARKET LLC,45 Salem Tpk,NORWICH,6360
110229,COUNTRY CONVENIENCE STORE,385 Beaumont Hwy,LEBANON,6249
110230,SMOKER`S DISCOUNT WORLD,1040 Main St.,NEWINGTON,6111
110232,BRISTOL SHELL FOOD MART,57 Middle St.,BRISTOL,6010
110233,ELMWOOD SHELL,1593 New Britain Ave.,ELMWOOD,6110
110235,ERIKA`S DELI MARKET LLC,200 Davenport Ave.,NEW HAVEN,6519
110236,7-ELEVEN STORE #15187-F,2 Hammerhead Pl,CROMWELL,6416
110237,EAGLE MINI MART II INC,95 Washington Ave,NORTH HAVEN,6473
110238,JORDAN LANE WINE & LIQUOR,1414 Berlin Tpke,WETHERSFIELD,6109
110239,MATTATUCK NEWS & VARIETY,1904 E Main St.,WATERBURY,6705
110240,TIME SAVER,350 Lake Ave,BRISTOL,6010
110241,BROAD PACKAGE STORE LLC,1949 Broad St,HARTFORD,6114
110242,BRIDGE WINE AND SPIRITS,133 W Center St,SOUTHINGTON,6489
110244,GARY`S WINE & SPIRITS,20 Norwich Ave,NORWICH,6360
110245,BROOKLYN EXPRESS MART LLC,592 Providence Rd,BROOKLYN,6234
110246,JERRY`S DISCOUNT LIQUORS,656 Stafford Ave,BRISTOL,6010
110247,PERSHING CONVENIENCE,215 Pershing Dr,ANSONIA,6401
110249,"NORWALK CAPITAL PARTNERS, LLC",714 Connecticut Ave,NORWALK,6854
110250,COFFEE AND SMOKE SHOP,1902 N Main St,WATERBURY,6704
110251,YE OLD WINE SHOPPE,72 Church St,NAUGATUCK,6770
110253,HAMDEN MOBIL,1913 Dixwell Ave,HAMDEN,6514
110254,WINDSOR SMOKER`S DISC. & FOOD,82 Poquonock Ave,WINDSOR,6095
110255,SNAXX PLUS,336 Ferry Blvd,STRATFORD,6615
110256,KRAUSZERS FOOD STORE,3300 Whitney Ave,HAMDEN,6518
110258,900 STATE STREET GAS,900 State St.,BRIDGEPORT,6605
110260,DOWN EAST MARKET,230 Post Road E,WESTPORT,6880
110261,SAVEWAY MINI MART,491 Darling St. Unit 5,SOUTHINGTON,6489
110262,EZ MAIL AND MORE,514 Foxon Blvd,NEW HAVEN,6513
110263,GOOD NEWS AND GIFTS,195 Church St,NEW HAVEN,6510
110264,7-ELEVEN STORE #23960G,29 Mill Plain Rd,DANBURY,6811
110265,COLONIAL SPIRIT SHOPPE,208 S Main St,TORRINGTON,6790
110266,US1 PETROL,1290 Dixwell Ave,HAMDEN,6514
110268,WORLD OF WINE&SPIRITS NEWTOWN,71 S Main St.,NEWTOWN,6470
110269,ROCKY HILL CITGO OF ROCKY HILL,674 Cromwell Ave.,ROCKY HILL,6067
110270,NORWALK NEWS AND SMOKES,68 Main St,NORWALK,6851
110274,ELM DISCOUNT PACKAGE STORE,89 Valley St,WILLIMANTIC,6226
110276,IDEAL LIQUOR,529 N Ave.,BRIDGEPORT,6607
110277,NICKI`S CORNER,487A Bridgeport Ave.,MILFORD,6460
110278,ROYAL PLUS FOOD MART INC.,212 Main St,SOUTHINGTON,6489
110279,CLEAN AND FRIENDLY,1351 N Main St,WATERBURY,6704
110280,SUPER STOP & SHOP #632,80 Town Line Rd,ROCKY HILL,6067
110281,GAS PLUS,217 Main St.,WILLIMANTIC,6226
110282,7-ELEVEN STORE #19960,276 S Main St.,NEW BRITAIN,6051
110283,FOOD & GAS LLC,383 New Britain Ave.,PLAINVILLE,6062
110284,QUEEN STREET MOBIL,301 Queen St,SOUTHINGTON,6489
110285,INTERSTATE MOBIL,956 WEST ST,SOUTHINGTON,6489
110286,NORTH HAVEN KHAN LLC,490 Washington Ave,NORTH HAVEN,6473
110287,SQUARE PACKAGE STORE,258 Broad St,NORWICH,6360
110289,NEIGHBORHOOD MINI MART,1015 Meriden Rd,WATERBURY,6705
110290,CITGO EXPRESS,206 Merrow Rd,TOLLAND,6084
110291,VALLEY FINE WINES & SPIRITS,830 Hopemeadow St,SIMSBURY,6070
110293,BIG HARRY`S DISCOUNT LIQUOR LLC,526 W Thames St,NORWICH,6360
110294,FRONTIER COUNTRY STORE,128 New Hartford Rd,BARKHAMSTED,6063
110296,HENNY PENNY #43,639 Rte 12,GROTON,6340
110297,FAS MART #315,528 Main St,WEST HAVEN,6516
110298,FAS MART #313,384 Main St.,DURHAM,6422
110299,FAS MART #319,1676 Watertown Ave.,WATERBURY,6708
110300,FAS MART #310,801 Thompsonville Rd,SUFFIELD,6078
110301,FAS MART #307,1030 Hamilton Ave,WATERBURY,6706
110302,FAS MART #306,269 Main St,WINDSOR LOCKS,6096
110303,FAS MART #304,245 Ella Grasso Hwy,WINDSOR LOCKS,6096
110304,FAS MART #321,1440 W Main St.,WILLIMANTIC,6226
110306,FAS MART #301,105 West St,BRISTOL,6010
110307,FAS MART #300,1053 Farmington Ave,BRISTOL,6010
110308,FAS MART# 314,1101 E Main St,MERIDEN,6450
110309,FAS MART #302,194 Kelsey St,NEWINGTON,6111
110310,FAS MART #316,856 Sullivan Ave.,SOUTH WINDSOR,6074
110311,FAS MART #320,720 N Colony Rd,WALLINGFORD,6492
110312,FAS MART #322,1219 Main St,WATERTOWN,6795
110314,FAS MART #323,710 W Main St,NEW BRITAIN,6053
110316,FAS MART #309,1 Main St,ELLINGTON,6029
110317,FAS MART #317,1309 Boston Post Rd,WESTBROOK,6498
110318,FAS MART #303,930 Silas Deane Hwy,WETHERSFIELD,6109
110319,FAS MART #305,56 Enfield St,ENFIELD,6082
110320,FAS MART #308,506 Talcottville Rd,VERNON,6066
110321,BELLTOWN VARIETY,24 Belltown Rd,STAMFORD,6906
110322,WETHERSFIELD MOBIL,1340 Silas Deane Hwy,WETHERSFIELD,6109
110324,SB MART CONVENIENCE STORE,411 Middletown Ave,NEW HAVEN,6513
110325,SIM INC,527 Main Ave.,NORWALK,6851
110327,7-ELEVEN #32521,110 W Main St,STAFFORD SPRINGS,6076
110329,C & C DISCOUNT WINES & LIQUORS,29 Newtown Rd,DANBURY,6810
110330,IDEAL GROCERY,2370 Main St,HARTFORD,6120
110331,XPRESS MART,2406 N Main St.,WATERBURY,6704
110332,SAMS FOOD STORE,240 Brainard Rd.,ENFIELD,6082
110333,SAMS FOOD STORE,91 Raffia Rd.,ENFIELD,6082
110334,MAK`S FOOD & SMOKE LLC,204 Boswell Ave,NORWICH,6360
110335,MIKES SUPERMARKET & CONV. LLC,375 Capital Ave.,BRIDGEPORT,6606
110337,SAMS FOOD STORE,625 Main St,SOMERS,6071
110338,SAM`S FOOD STORE,861 New Harwinton Rd,TORRINGTON,6790
110339,BAYAMON MARKET,616 William St,BRIDGEPORT,6608
110340,WESTFIELD SHOPPINGTOWN MERIDEN,470 Lewis Ave.,MERIDEN,6450
110341,SAMS FOOD STORE,23 Babbs Rd,WEST SUFFIELD,6093
110342,SAM`S FOOD STORES,125 N Eagleville Rd,STORRS,6268
110343,WEST SUFFIELD MINI MART,1365 E Mountain Rd,WEST SUFFIELD,6093
110345,DISCOUNT LIQUOR OUTLET LLC,20 Potuccos Ring Rd,WOLCOTT,6716
110346,SUPER FOOD MART,1064 South Colony Rd.,WALLINGFORD,6492
110347,MAKOLS FOOD STORE,619 S Main St,MIDDLETOWN,6457
110348,DELI MART,467 Wolcott St.,WATERBURY,6705
110349,J J NEWS,255 Main St,WINDSOR LOCKS,6096
110350,A&R CONVENIENCE STORE,334-B Liberty St,MERIDEN,6450
110352,PACHAUG QUICK STOP LLC,832 Voluntown Rd,GRISWOLD,6351
110354,FAS MART #333,368 W High St,COBALT,6424
110355,FAS MART #331,1916 Poquonock Ave,WINDSOR,6095
110356,FAS MART #324,228 Pine St,BRISTOL,6010
110357,FAS MART #325,948 Pine St,BRISTOL,6010
110358,7-ELEVEN STORE #32946B,183 S Main St.,EAST WINDSOR,6088
110359,GETTY FOOD MART,3050 Whitney Ave,HAMDEN,6518
110360,BELLA WAREHOUSE LIQUOR & WINE,650 Wolcott St,WATERBURY,6705
110361,PINE STREET PACKAGE STORE,90 Pine St,BRISTOL,6010
110362,MILFORD MOTORS LLC,231 Cherry St,MILFORD,6460
110363,J&R BANK STREET LLC,474 Bank St.,WATERBURY,6708
110364,ORANGE STREET DELI,831 Orange St,NEW HAVEN,6511
110365,WILLINGTON MOBIL,470 River Rd,WILLINGTON,6279
110366,SUNNY MART OF DANBURY LLC,464 N Main St,DANBURY,6811
110367,SAYBROOK CHUCKYS,685 Boston Post Rd,OLD SAYBROOK,6475
110368,CHUCKYS BRANFORD,364 E. Main St.,BRANFORD,6405
110369,NORWICH MOBIL 58,162 West Town St,NORWICH,6360
110370,PUTNAM CHUCKYS,644 School St,PUTNAM,6260
110371,DAYVILLE MOBIL 51,599 Hartford Tpke,DAYVILLE,6241
110372,MT CARMEL CHUCKYS #99,3394 Whitney Ave,HAMDEN,6514
110373,A&J BP 03,407 Jackson Ave.,WILLIMANTIC,6226
110374,WILLIMANTIC CHUCKYS,1563 W Main St.,WILLIMANTIC,6226
110375,CHUCKYS JEWETT CITY,29 Main St.,LISBON,6351
110376,SEAPORT MOBIL,242 Greenmanville Ave,MYSTIC,6355
110377,BROOKLYN SUNOCO,500 Providence Rd,DANIELSON,6239
110378,CHUCKY`S NORTH STONINGTON,29 Main St.,NORTH STONINGTON,6359
110379,HAV-MOR MARKET,24 S Elm St.,WINDSOR LOCKS,6096
110381,SUN FOOD MART,83 W Road,ELLINGTON,6029
110382,GRAND SPIRIT I,931 Poquonnock Rd,GROTON,6340
110383,GRAND SPIRIT II,220 Rte 12,GROTON,6340
110384,KEANS KORNER LLC,16 South Ave,NEW CANAAN,6840
110385,YANKEE LIQUORS,35 William Shorty Campbell St,HARTFORD,6106
110386,THE WINE SHOPPE,898 N Colony,WALLINGFORD,6492
110387,BSJ DISCOUNT LIQUORS,1585 Meriden Rd,WOLCOTT,6716
110389,SYD`S WINE AND LIQUOR,71 N Turnpike Rd,WALLINGFORD,6492
110390,DEANGELY MARKET,362 Oakville Ave.,WATERBURY,6708
110392,STOP-N-SAVE,607 Middle Tpke,STORRS,6268
110393,PROSPECT MARKET,97 Prospect St,STAMFORD,6901
110394,JIMMIE`S PACKAGE STORE,473 Franklin Ave,HARTFORD,6114
110395,THE PHOENIX STORE,One American Row,HARTFORD,6102
110396,CASA GRANDE,280 Noble Ave,BRIDGEPORT,6608
110398,NEWINGTON FOOD LAND,60 Walsh Ave,NEWINGTON,6111
110399,ASIA MART LLC,804 Boston Post Rd,MILFORD,6460
110400,SHOP AND SMILE,724 Silas Deane Hwy,WETHERSFIELD,6109
110401,SPRING LIQUOR STORE,105 Cedar St,NEW HAVEN,6519
110403,NORTH STONINGTON SHELL,324 Clarks Falls Rd,NORTH STONINGTON,6359
110404,STOP & SAVE,176 Spencer St,NAUGATUCK,6770
110405,BRISTOL HESS,34 Farmington Ave.,BRISTOL,6010
110406,SAMS FOOD STORE,194 Main St.,EAST HARTFORD,6118
110407,A&G MARKET,807 Maplewood Ave.,BRIDGEPORT,6605
110408,AMERICAN FOOD,1123 Meriden Waterbury Tpke,PLANTSVILLE,6479
110409,VAZIUDDIN LLC,120 Main St,TERRYVILLE,6786
110410,DAIRY MARKET,241 Silver Ln,EAST HARTFORD,6118
110411,MJ`S WINE AND LIQUOR,2776 East Main St,WATERBURY,6706
110413,CONNECTICUT WINE & LIQUOR,1071 King St,GREENWICH,6831
110415,DANBURY VARIETY & FOOD INC,121 White St,DANBURY,6810
110416,LA PRIMERA GROCERY & DELI,1615 Park Ave,BRIDGEPORT,6606
110418,FREDDY`S SUPERMARKET LLC,1369 E Main St,BRIDGEPORT,6608
110419,SEYMOUR GROCERY AND DELI,200 S Main St,SEYMOUR,6483
110420,MI PUEBLO SUPER MARKET,292 Blatchley Ave.,NEW HAVEN,6513
110421,"HISPANA GROCERY, LLC",205 (Unit #5) Burnside Ave.,EAST HARTFORD,6108
110422,OLYMPIC DONUTS,127 Gulf St,MILFORD,6460
110423,7 DAYS CONVENIENCE LLC,818 E Main St,STAMFORD,6902
110425,BEST GAS & FOOD MART,161 Boston Post Rd,WEST HAVEN,6516
110426,GRANDVIEW CONVENIENCE STORE,375 Grandview Ave,WATERBURY,6708
110428,BRAZILIAN EMPORIUM LLC,827 North Ave,BRIDGEPORT,6606
110430,BIG SAVER WINES & SPIRITS,58 East St Unit 2,PLAINVILLE,6062
110431,OAKDALE CONVENIENCE,38 S Tpke Rd,WALLINGFORD,6492
110432,SAMS FOOD STORE,1520 Mapleton Ave.,SUFFIELD,6078
110434,SHOP FRESH,155 Thomaston Ave. 20A,WATERBURY,6702
110435,XPRESS LANE FOODS,760 N Main St.,NORWICH,6360
110436,LAKESIDE GLOBAL,1260 Quinnipiac Ave,NEW HAVEN,6513
110437,WESTBURY CORNER STORE,24 Fern Hill Rd,WATERTOWN,6795
110439,AMERI GAS VALERO,8 Farmington Ave,NEW BRITAIN,6051
110440,ELENIS MARKET,1924 Broad St,HARTFORD,6114
110441,THE BOBCAT FOOD MART,3835 Whitney Ave.,HAMDEN,6518
110442,MUMFORD NEWS,825 Main St,HARTFORD,6103
110443,S&S MART,1103 Old Colony Rd,WALLINGFORD,6492
110444,EXPRESS FOOD MART #A-4,653 Post Rd,FAIRFIELD,6824
110446,PUTNAM DISCOUNT LIQUORS LLC,6 S Main St,PUTNAM,6260
110447,AF CITGO MART,133 Chamberlain Hwy,MERIDEN,6450
110448,SOUTH MAIN ST WINES & LIQUORS,714 S Main St,MIDDLETOWN,6457
110451,EAST HAVEN XTRA MART,720 Foxon Rd,EAST HAVEN,6512
110452,MERCURY #41 WETHERSFIELD,151 Silas Deane Hwy,WETHERSFIELD,6109
110453,EXPRESS FOOD MART #A-7,365 S Broad St,MERIDEN,6450
110454,P & R FOOD MART,208 W Center St,MANCHESTER,6040
110455,MIDTOWN NEWS LLC,933 Summer St,STAMFORD,6905
110456,LH MART,198 Burlington Ave,BRISTOL,6010
110457,ON THE GO,619 Saybrook Rd,MIDDLETOWN,6457
110459,MACKS COUNTRY STORE,809 Hartford Rd,MANCHESTER,6040
110460,SEASIDE LIQUOR,320 Iranistan Ave.,BRIDGEPORT,6604
110461,C-TOWN SUPERMARKET,165 Wethersfield Ave.,HARTFORD,6114
110464,PAESANO`S DELI,36-38 Elm St.,WEST HAVEN,6516
110465,HARTFORD SHELL,1620 Park St,HARTFORD,6106
110466,BORICUA MARKET II,160 S. Marshall St,HARTFORD,6105
110471,M & R LIQUORS INC,1069 Burnside Ave,EAST HARTFORD,6108
110472,D&D LIQUOR,966 Pine St.,Bristol,6010
110473,M & R LIQUORS,920 Queen St,SOUTHINGTON,6489
110475,M & R LIQUORS,552 Hazard Ave,ENFIELD,6082
110477,M & R LIQUORS,214 W Main St,AVON,6001
110478,ROYAL FOOD MART,36 E Main St.,BRISTOL,6010
110479,M & R LIQUORS,120 Tolland Tpke,MANCHESTER,6040
110480,M & R LIQUORS,2773 Main St,GLASTONBURY,6033
110481,NORTH MART PACKAGE STORE,2380 Dixwell Ave,HAMDEN,6514
110482,SOUTH WINDSOR LIQUORS,653 John Fitch Blvd,SOUTH WINDSOR,6074
110483,WAUREGAN PACKAGE STORE,8 N Chestnut St,WAUREGAN,6387
110484,ADAMS GROCERY STORE,20 Adams Ave,STAMFORD,6902
110485,PLAZA SPIRIT SHOP,1137 Tolland Tpke,MANCHESTER,6040
110488,VASCO`S PACKAGE & LIQUOR STORE,875 Noble Ave,BRIDGEPORT,6608
110489,NO BRANFORD GAS ASSOC LLC,1645 Foxon Rd,NORTH BRANFORD,6471
110490,ASHFORD SPIRIT SHOPPE,215 Pompey Hollow Rd,ASHFORD,6278
110491,HOMETOWN LIQUOR & WINE,2300 Dixwell Ave,HAMDEN,6514
110492,QUAKER HILL FARMS LLC,100 Old Norwich Rd,QUAKER HILL,6375
110493,CITGO QUICK MART,555 W Middle Tpke,MANCHESTER,6040
110494,FAIRFIELD WOODS OTR MOBIL,2120 Black Rock Tpke,FAIRFIELD,6824
110495,FRIENDLY LIQUOR SHOP,240 Broad St,MILFORD,6460
110496,BEST FOOD MART LLC,125 weston St.,HARTFORD,6120
110497,TROPIK SUN,90 Elm St.,ENFIELD,6082
110498,QUICK SHOP MINI MART,25 Stonington Rd,NORWICH,6360
110499,CHAUDARY LLC,406 Huntington Tpke,BRIDGEPORT,6610
110500,STG SPANISH AMERICAN GROCERY,441 Barbour St,HARTFORD,6120
110501,C-TOWN,482 Greenwich Ave,NEW HAVEN,6519
110502,NORTH EAST WINES & SPIRITS,1058 N Main St,DAYVILLE,6241
110503,CONVENIENCE PLUS,2802 Summer St,STAMFORD,6905
110504,GAS MART,1004 Poquonnock Rd,GROTON,6340
110505,CHECKER`S FOOD STORES,99 N Colony Rd,WALLINGFORD,6492
110506,NEWTOWN WINE & SPIRITS,113 South Main St,NEWTOWN,6470
110507,7-ELEVEN STORE #15033C,393 Burnside Ave,EAST HARTFORD,6108
110508,R&A CONVENIENCE STORE LLC,213 Main St.,NORWICH,6360
110509,EZ STOP LLC,179 Watertown Rd,THOMASTON,6787
110510,MAIN NEWS AND VARIETY,3920 Main St,BRIDGEPORT,6606
110512,MAIN CIGARETTE DISC LLC,1003 Main St.,EAST HARTFORD,6108
110513,LIQUOR SQUARE,75 S Main St,UNIONVILLE,6085
110514,TISSAS COUNTRY MARKET LLC,855 Boston Post Rd.,OLD SAYBROOK,6475
110516,SAVE EXTRA FOOD & GAS MART,28 Danbury Rd,NEW MILFORD,6776
110517,FAIRWAY LIQUOR MART,597-601 Bridgeport Ave,MILFORD,6460
110519,STATE ST CITGO LLC,414 State St.,NORTH HAVEN,6473
110521,WINE BARREL LIQUOR,601 W Main St,BRANFORD,6405
110522,MAIN VIEW DELI & GREEK MARKET,329 S Main St.,NEWTOWN,6470
110523,BUDS SERVICE CENTER,112 Newtown Rd,DANBURY,6810
110524,EL DORADO DELI LLC,666 Brooklawn Ave,BRIDGEPORT,6604
110525,HANOVER MARKET,289 Hanover St,MERIDEN,6451
110526,COLEBROOK STORE,559 Colebrook Rd,COLEBROOK,6021
110527,WEST CORNER LIQUOR,276 Selleck St,STAMFORD,6902
110528,SAM`S FOOD STORES,665 Campbell Ave,WEST HAVEN,6516
110530,XPRESS GROCERY STORE LLC,148 Woodland St,HARTFORD,6105
110531,BROOKSIDE LIQUORS LLC,1024 Broad St.,MERIDEN,6450
110532,TERRYVILLE PACKAGE STORE,156 Main St,TERRYVILLE,6786
110533,FOUR SEASONS PACKAGE STORE,630 Talcottville Rd,VERNON,6066
110534,NEW BRITAIN AVE SHELL,1 South St.,ELMWOOD,6110
110535,FBAA LLC,326 Main St,NIANTIC,6357
110536,EXXON PLAIN RD,118 Plain Rd,MILFORD,6460
110537,SHOPRITE OF MILFORD,155 Cherry St,MILFORD,6460
